id,followers_count,friends_count,listed_count,age,favourites_count,verified,statuses_count,default_profile,default_profile_image,bot
202361176,478,886,0,8,85,0,4959,1,0,1
202588307,755,1015,4,8,4878,0,19497,1,0,1
205354640,991,1473,34,8,1066,0,29476,0,0,0
228744087,1313,2333,8,8,34541,0,32135,0,0,1
231999899,904,169,1,7,2855,0,9628,0,0,1
233223130,1248,1822,21,7,14041,0,44428,0,0,1
239861947,310,515,5,7,45776,0,28955,1,0,0
242327193,1613,1566,60,7,2031,0,5799,0,0,0
250624869,377,415,33,7,10611,0,25872,0,0,0
251194177,2201,1113,12,7,128007,0,130575,0,0,1
262893816,674,587,2,7,34871,0,14990,1,0,0
265347584,460,458,3,7,78134,0,18552,0,0,0
271012954,81,182,1,7,7669,0,2942,1,0,0
271466783,2501,1073,31,7,25181,0,25906,0,0,0
276026459,1752,2946,33,7,34916,0,43984,1,0,0
276497372,760,411,8,7,24617,0,40490,1,0,0
278767989,435,4999,1,7,1922,0,3886,0,0,0
280175586,12989,1991,216,7,32060,0,54873,0,0,0
296318811,262,413,15,7,30964,0,26799,0,0,0
299365630,1238,2865,36,7,38050,0,43086,0,0,0
302125749,614,383,13,7,57353,0,57910,0,0,1
306412249,1055,1607,4,7,76915,0,10288,0,0,0
326826176,169,388,0,7,12641,0,13601,1,0,0
327555253,751,828,1,7,4826,0,9194,0,0,1
327555341,626,224,1,7,4872,0,15100,1,0,1
327674514,367,1112,4,7,8193,0,12027,0,0,1
327894673,415,693,0,7,1086,0,12190,0,0,1
329134629,220,271,1,7,1294,0,9863,0,0,1
333431378,507,4806,13,7,63712,0,21507,0,0,0
337161893,4239,1306,52,7,39903,0,109609,1,0,0
340600489,34,67,9,7,3771,0,5619,1,0,0
344159343,281,245,2,7,3244,0,11036,0,0,0
357063589,12635,771,443,7,6023,1,10908,0,0,0
358795296,6933,1461,178,7,8796,0,15482,0,0,0
360046793,344,1088,1,7,11023,0,4196,0,0,0
363938347,414,387,9,7,11222,0,18637,0,0,0
363954532,220,270,8,7,2070,0,6302,1,0,0
390617262,289,401,1,7,213,0,3210,1,0,1
390778324,588,2671,12,7,40076,0,29456,0,0,0
391505537,291,840,1,7,6041,0,3103,0,0,0
393483438,1237,426,38,7,23620,0,44825,0,0,1
396024657,606,845,3,7,4214,0,17413,1,0,1
406457303,1846,2155,16,7,111578,0,79040,0,0,0
407609289,5340,1670,43,7,47867,0,60052,0,0,0
412155718,363,2151,4,7,3184,0,3622,0,0,0
415107191,573,575,7,7,8356,0,6724,1,0,0
421858976,1517,2971,15,7,127242,0,36571,0,0,0
422025735,150,472,0,7,2580,0,1945,1,0,0
422699535,237,144,0,7,4927,0,6710,0,0,1
422924590,711,1000,9,7,7453,0,25762,0,0,1
422947897,575,496,3,7,5286,0,7033,0,0,1
423240463,527,737,1,7,6293,0,8789,1,0,1
424907383,3793,1684,65,7,9489,0,51093,0,0,0
425943636,175843,204,419,7,7382,1,9121,0,0,0
431089246,2626,2875,46,7,6403,0,14215,0,0,0
434217283,1518,633,28,7,371,0,7965,1,0,0
437486455,332,477,169,7,812,0,4926,0,0,0
438476133,666,966,10,7,14908,0,20427,1,0,0
438646069,1694,2029,91,7,13034,0,23588,0,0,0
438798142,829,747,24,7,23677,0,42575,0,0,0
442096443,160,687,0,7,4919,0,2041,1,0,0
442144847,199,441,0,7,4876,0,1642,1,0,0
448110696,419,511,0,7,1652,0,9448,0,0,1
449038596,462,384,6,6,3124,0,21167,1,0,1
455749051,10041,2942,392,6,43006,0,196075,0,0,0
456210073,296,463,0,6,3527,0,9443,0,0,1
460216069,563,1371,1,6,4103,0,3778,1,0,0
461015426,1118,751,3,6,19404,0,48043,0,0,1
468385317,287,165,3,6,13081,0,36223,0,0,1
470253363,1041,1380,4,6,2301,0,28522,1,0,1
477014834,12772,13140,42,6,44510,0,89713,0,0,0
484162494,309,412,5,6,7399,0,8761,0,0,1
486025962,355,457,7,6,31861,0,22023,0,0,0
489519253,524,726,17,6,2592,0,36541,0,0,0
494889421,87,276,0,6,2171,0,2072,0,0,0
500980523,350,648,2,6,15847,0,3671,0,0,0
502749635,283,332,11,6,48311,0,17572,1,0,0
503680418,1167,1508,10,6,23199,0,62145,1,0,1
504476597,107,516,1,6,7611,0,3241,1,0,0
506048809,128,465,0,6,114,0,1794,1,0,0
517747193,250,845,19,6,1493,0,7509,0,0,0
518642028,148,141,4,6,7970,0,6802,0,0,1
520683997,5483,5115,22,6,16907,0,43094,0,0,0
523625151,595,1759,1,6,7555,0,6938,1,0,0
524420458,952,1162,2,6,6629,0,21569,0,0,1
526391347,528,428,0,6,1859,0,10534,0,0,1
534504035,1443,1334,4,6,1360,0,55272,0,0,0
548662037,959,849,13,6,4344,0,15373,0,0,1
548707617,582,499,3,6,3087,0,33761,0,0,1
548764543,711,736,1,6,13156,0,20155,0,0,1
548914113,432,469,1,6,15131,0,9089,0,0,1
549173992,329,449,1,6,205,0,2419,1,0,1
549375513,876,1134,17,6,17915,0,57076,0,0,1
549384602,445,88,1,6,2974,0,4661,1,0,1
550410719,365,270,4,6,10538,0,14922,0,0,1
554539740,414,328,4,6,3833,0,8112,0,0,1
554630722,760,804,1,6,5544,0,24844,0,0,1
559917335,517,948,1,6,83,0,19305,1,0,1
560604863,792,1675,4,6,2499,0,16498,0,0,1
560954476,925,1059,4,6,12203,0,36083,1,0,1
561125828,601,684,2,6,21918,0,21307,0,0,1
561474634,151,7,3,6,13577,0,23732,0,0,1
561480213,1624,944,29,6,15313,0,12597,0,0,0
561948464,804,691,0,6,11224,0,10539,0,0,1
562092002,641,467,5,6,2285,0,14312,0,0,1
573568763,2249,2220,12,6,969,0,2662,0,0,0
585091018,622,790,1,6,12866,0,6310,0,0,0
585560662,320,576,2,6,9945,0,12863,0,0,0
595356862,307,300,14,6,6038,0,22972,1,0,0
595846370,594,927,3,6,8227,0,15344,0,0,1
596665906,2495,1464,49,6,98095,0,89783,0,0,0
601660948,667,266,3,6,39354,0,30556,0,0,0
603005791,717,1239,8,6,7493,0,8339,1,0,0
606417584,79950,32566,353,6,151807,0,97642,0,0,0
606575726,44,447,0,6,6074,0,2958,1,0,0
615539623,2653,857,69,6,29943,0,167139,0,0,0
617000584,286,527,11,6,46531,0,35242,0,0,0
617171996,135,218,1,6,58,0,6337,1,0,0
625712362,2285,1771,67,6,11798,0,38011,0,0,0
627733507,262,22,3,6,5902,0,8877,1,0,1
630459182,592,1231,0,6,3783,0,5176,1,0,0
633548507,831,1631,4,6,8504,0,21878,1,0,1
700244333,281,1249,1,5,5741,0,2658,1,0,0
721817054,603,284,8,6,73820,0,29162,0,0,0
761376188,2123,1297,4,6,16632,0,56570,0,0,0
769392715,5125,606,41,6,66882,0,92406,0,0,0
785397318,2860,4316,38,6,19597,0,40178,0,0,0
814176367,194,242,1,6,2786,0,18758,0,0,1
822200874,278,273,28,6,19579,0,24473,1,0,0
830683244,2934,282,31,6,31118,0,41167,0,0,0
840241477,1594,363,28,6,20551,0,62095,0,0,0
847497841,1160,1226,48,6,42236,0,96148,0,0,0
856884030,249,238,3,6,24581,0,10282,0,0,0
866147862,13120,7964,164,6,66507,0,201085,1,0,0
895869750,8095,5179,153,6,72315,0,122768,0,0,0
902535078,127,380,0,6,7243,0,7985,0,0,0
922839841,1968,1882,6,6,1534,0,9474,0,0,1
932924905,78,16,0,6,1426,0,1606,1,0,1
962445055,90,67,0,6,1563,0,2143,1,0,1
966343682,634,627,3,6,22267,0,49285,1,0,1
968196446,141,269,5,6,6377,0,13133,0,0,0
968459856,129,425,11,6,5782,0,8892,1,0,0
971721103,293,190,26,6,11794,0,10817,0,0,1
989081978,278,302,5,6,5446,0,28929,1,0,1
991332558,179,261,13,6,3,0,3893,1,1,0
1006016766,723,1347,1,6,6256,0,12413,1,0,1
1006066460,697,1276,0,6,6092,0,10359,1,0,1
1013753576,1065,109,76,6,22336,0,62687,1,0,0
1028654280,113,264,3,6,773,0,5510,1,0,0
1034383638,498,699,9,6,1330,0,11277,1,0,0
1048754004,716,0,1,5,2715,0,27901,1,0,1
1050774624,310877,1345,1782,5,355,0,27235,1,0,0
1056095060,2643,2510,4,5,26408,0,42198,0,0,0
1063319761,92145,82900,235,5,232002,0,74912,0,0,0
1064122518,3538,4451,5,5,17409,0,54355,0,0,0
1064261450,1435,1043,31,5,32802,0,53067,1,0,0
1069206085,1044,677,44,5,20109,0,65490,0,0,0
1086442256,2334,996,97,5,7579,0,11729,0,0,0
1086915288,57,8,0,5,1766,0,7850,1,0,1
1092509449,268,927,2,5,23492,0,6380,0,0,0
1109829834,5689,2150,268,5,101741,0,89502,0,0,0
1122716048,324,1028,0,5,30189,0,11712,0,0,0
1153738128,579,2757,0,5,5475,0,4903,1,0,1
1154282738,353,887,7,5,1423,0,3077,0,0,1
1183194624,263,489,2,5,8602,0,11979,1,0,1
1198843740,159,241,0,5,7375,0,5666,1,0,0
1202102875,217,292,4,5,19394,0,6020,0,0,0
1216009520,3077,1405,9,5,48353,0,16226,1,0,0
1226915408,407,727,0,5,4924,0,18913,1,0,1
1244391379,677,166,36,5,3628,0,15272,0,0,0
1244668758,450,1490,7,5,34886,0,5341,1,0,0
1260617916,1465,1876,40,5,39610,0,65895,0,0,0
1268082668,882,1615,24,5,9177,0,14689,1,0,0
1301400318,675,339,58,5,82215,0,88127,1,0,0
1331398375,413,807,4,5,44743,0,14899,1,0,0
1337678305,24114,2301,8390,5,12480,0,1013273,0,0,1
1357959324,434,441,0,5,1783,0,7579,1,0,1
1362279283,310,363,1,5,14772,0,7277,1,0,0
1367800687,94,241,1,5,6679,0,4081,1,0,0
1379007452,7133,3556,46,5,83042,0,72486,0,0,0
1428293736,464,367,3,5,19580,0,24105,1,0,0
1446141966,4675,1422,45,5,188778,0,149259,1,0,0
1449933242,856,2713,213,5,1828,0,53970,1,0,0
1459595030,21,171,0,5,63,0,1596,1,0,1
1481404124,542,650,4,5,14515,0,10720,1,0,0
1571230602,545,740,22,5,2359,0,75615,0,0,0
1691235696,0,0,0,5,83031,0,95067,0,1,0
1698808080,165,152,0,5,7983,0,5273,0,0,1
1704716070,129,462,1,5,3275,0,1665,0,0,0
1714082910,163,171,2,5,33114,0,5534,0,0,0
1718499800,363,797,1,5,60634,0,30051,1,0,0
1857099379,709,1301,19,5,28475,0,24151,1,0,0
1886073978,261,445,2,5,729,0,7467,1,0,1
1891849693,292,148,1,5,10429,0,6228,1,0,0
1924501530,40473,32522,560,5,519004,0,145520,1,0,1
2153829339,1743,1539,34,5,46414,0,36577,1,0,0
2158759025,565,804,3,5,9932,0,26654,1,0,1
2181109997,1806,579,24,5,54281,0,39140,0,0,0
2199622261,108,121,0,5,12834,0,7930,0,0,0
2211763337,435,618,3,5,9185,0,10888,1,0,1
2217834630,1725,949,7,5,76668,0,32925,0,0,0
2237617592,8066,2146,89,5,41472,0,34265,0,0,0
2240552686,282,536,3,5,1916,0,7067,1,0,0
2264615275,6626,4978,20,5,96621,0,32498,1,0,0
2267806358,10339,3239,70,4,98224,0,101004,1,0,0
2269447992,449,512,3,4,21706,0,27131,1,0,1
2298056467,474,451,6,4,3577,0,6540,0,0,0
2300098037,50,84,24,4,8646,0,7281,1,0,1
2306559009,280,276,8,4,1753,0,5955,1,0,0
2323994683,494,685,2,4,5359,0,11732,1,0,1
2334131662,157,228,1,4,21570,0,4512,1,0,1
2336493886,865,738,64,4,29147,0,25584,1,0,0
2339156160,1412,1244,1,4,5808,0,3447,1,0,1
2349112225,701,1056,3,4,7006,0,19814,1,0,1
2350026720,20154,4565,407,4,162835,0,122908,1,0,1
2363390223,215,645,16,4,24983,0,18083,1,0,0
2363684405,343,38,44,4,355,0,97414,0,0,0
2364628874,125,362,1,4,11305,0,1818,1,0,0
2365823596,596,411,0,4,28155,0,12248,1,0,0
2367002093,3749,3507,27,4,28570,0,21977,0,0,0
2376525880,8960,9671,24,4,41695,0,55293,1,0,1
2385911950,561,516,1,4,3686,0,7612,1,0,0
2396162744,3472,3004,43,4,14864,0,24200,0,0,0
2413775282,1536,2814,4,4,1599,0,3326,1,0,0
2419259186,865,902,6,4,8050,0,9823,0,0,0
2432948813,549,137,43,4,35898,0,74227,1,0,0
2452764372,178,378,23,4,30,0,12342,1,0,0
2455009450,91,204,3,4,1721,0,2026,1,0,1
2485742076,42,283,0,4,2657,0,509,1,0,0
2535033852,7242,1431,35,4,15364,0,16955,0,0,1
2547012645,85,277,0,4,3572,0,3930,1,0,0
2560586103,323,1556,11,4,13515,0,14723,1,0,0
2579632449,67,474,3,4,3738,0,1300,1,0,0
2580731380,72,210,3,4,685,0,2772,1,0,1
2591240449,319,237,1,4,6579,0,23673,1,0,1
2617299705,642,430,2,4,7072,0,8350,0,0,0
2672479163,84,97,0,4,11559,0,4348,1,0,0
2704478260,260,142,23,4,54,0,8321,1,0,1
2729708935,1475,1946,27,4,30047,0,57298,1,0,0
2732253563,435,561,1,4,17238,0,10893,1,0,0
2754471474,365,516,0,4,5371,0,7257,1,0,1
2764705943,190,150,0,4,314,0,5796,0,0,1
2767540864,453,573,0,4,302,0,4334,1,0,0
2771208186,110,66,1,4,203,0,2868,1,0,1
2772451794,693,1175,2,4,6003,0,11021,1,0,1
2780612193,7482,3333,124,4,67609,0,222413,0,0,1
2781237202,98,222,17,4,327,0,5547,1,0,0
2797764234,475,144,1,4,4685,0,15247,1,0,1
2799576867,309,1462,27,4,49155,0,44138,0,0,0
2806416940,101,24,1,4,6010,0,11311,1,0,1
2837970855,4843,1973,157,4,107465,0,61488,0,0,1
2853761597,2791,1,825,4,0,0,141413,0,0,1
2862202113,170,70,0,4,40546,0,3456,0,0,0
2862813495,59,186,0,4,1841,0,1878,1,0,0
2864751126,123,232,1,4,404,0,1518,1,0,0
2870733197,181,146,1,4,10338,0,10658,1,0,0
2890342662,674,781,1,4,9569,0,27072,0,0,0
2896312810,366,434,3,4,19738,0,23553,1,0,1
2905469547,769,537,3,4,11173,0,23341,1,0,0
2918674683,305,414,0,4,209,0,3081,1,0,1
2918679371,542,445,0,4,5983,0,11454,0,0,1
2918691515,329,445,1,4,262,0,3195,0,0,1
2918711542,320,424,0,4,253,0,3140,0,0,1
2918732806,278,402,0,4,233,0,3236,1,0,1
2919407973,434,783,1,4,124,0,6425,1,0,1
2919429628,148,229,1,4,5600,0,14023,1,0,1
2919471316,459,898,2,4,148,0,7698,1,0,1
2919964222,461,834,3,4,2792,0,11501,1,0,1
2920280901,269,182,0,4,1609,0,3999,1,0,1
2920497934,333,995,1,4,3819,0,5967,1,0,1
2920996798,233,845,1,4,2084,0,3341,1,0,1
2921277910,166,95,0,4,2144,0,4730,1,0,1
2921287407,148,76,0,4,2190,0,4801,1,0,1
2921357452,164,84,0,4,2200,0,4891,1,0,1
2929725533,468,865,0,4,4222,0,5968,1,0,1
2930775934,1231,4937,43,4,16563,0,21431,0,0,1
2939550185,455,221,29,4,2657,0,7740,1,0,0
2949925353,140,52,0,3,1746,0,4939,1,0,1
2949953224,127,328,0,3,976,0,1748,0,0,0
2949963189,339,489,1,3,5711,0,7639,0,0,1
2949998247,330,542,0,3,5738,0,8029,1,0,1
2950152521,533,1004,3,3,4383,0,7557,1,0,1
2950692315,501,913,1,3,4495,0,7204,1,0,1
2950711839,408,875,0,3,4133,0,5856,0,0,1
2951285517,319,543,1,3,4524,0,8238,1,0,1
2951460352,265,0,0,3,4046,0,6225,1,0,1
2962604531,223,902,7,3,16571,0,8308,1,0,0
2968800676,222,187,2,3,9432,0,2705,0,0,0
2976226983,481,206,25,3,64479,0,77965,0,0,0
2976241827,173,1062,8,3,25054,0,8554,1,0,0
2980869201,604,726,1,3,14325,0,10103,1,0,0
2982392825,266,354,0,3,1202,0,6022,1,0,1
2982443524,188,202,0,3,19,0,2115,1,0,1
2982464944,205,210,0,3,18,0,2051,1,0,1
2982479962,197,207,0,3,18,0,2116,1,0,1
2982486513,151,64,0,3,1850,0,5421,1,0,1
2982498327,388,863,1,3,103,0,6624,1,0,1
2982506153,224,161,1,3,381,0,4100,1,0,1
2982526985,627,1215,6,3,8386,0,15062,1,0,1
2982546107,514,0,2,3,5792,0,11040,1,0,1
2982567281,202,88,1,3,1196,0,2798,1,0,1
2982573165,152,46,0,3,1002,0,2134,1,0,1
2982584363,170,49,0,3,874,0,1919,1,0,1
2982782446,289,381,1,3,1201,0,6057,1,0,1
2982795550,313,397,0,3,191,0,3313,1,0,1
2983016661,234,151,0,3,1527,0,3615,1,0,1
2983182773,236,237,2,3,74,0,13044,1,0,1
2983904932,257,348,1,3,570,0,4481,1,0,1
2983905783,264,358,1,3,564,0,4539,1,0,1
2984109993,224,466,1,3,1545,0,5020,1,0,1
2984381056,184,136,0,3,2381,0,5167,0,0,1
2984398203,292,424,1,3,650,0,4669,1,0,1
2984400682,174,94,0,3,2289,0,5004,1,0,1
2984510759,246,195,0,3,4398,0,10491,1,0,1
2984643466,140,194,0,3,29,0,298,1,0,1
2985794427,343,622,0,3,1769,0,6926,1,0,1
2985820509,212,152,2,3,10,0,22783,1,0,1
2985880540,261,249,3,3,18,0,27592,1,0,1
2989418577,257,198,0,3,1692,0,4264,1,0,1
2992407304,17300,17314,16,3,8890,0,86895,0,0,0
2992469811,236,108,1,3,15,0,22973,1,0,1
2996521607,38,0,3,3,5294,0,18632,0,0,0
2996584924,292,420,0,3,198,0,2998,0,0,1
2998480923,158,59,0,3,2100,0,4645,1,0,1
2998555053,144,69,0,3,2137,0,4766,1,0,1
2998556339,121,50,0,3,2202,0,4772,1,0,1
2998582175,383,767,2,3,1669,0,12969,1,0,1
3002946545,107,144,0,3,7095,0,5954,1,0,1
3007724008,12,6,0,3,1159,0,1230,1,1,1
3017654309,310,710,0,3,1845,0,6700,1,0,1
3017805851,182,131,0,3,2271,0,4886,1,0,1
3020402578,260,204,0,3,1583,0,12896,1,0,1
3021446434,308,568,0,3,1802,0,5906,1,0,1
3022357312,218,285,0,3,2305,0,3477,1,0,1
3027927352,492,1083,6,3,4240,0,6079,1,0,1
3028624132,280,509,0,3,1556,0,5360,1,0,1
3030965421,305,614,0,3,1386,0,5056,1,0,1
3031331457,1481,3897,1,3,12240,0,11668,1,0,0
3031628369,30,71,0,3,177,0,1993,1,0,1
3035505075,942,748,24,3,62690,0,53431,0,0,1
3039154799,163,407,0,3,4193,0,5761,1,0,0
3042097091,496,1084,0,3,4651,0,7246,1,0,1
3042187528,469,839,4,3,3740,0,5539,1,0,1
3070640794,314,642,1,3,13648,0,16895,1,0,1
3072516610,181,112,10,3,34416,0,12164,1,0,0
3092010165,183,333,0,3,11086,0,7708,1,0,0
3098888799,133,240,2,3,38713,0,18128,1,0,0
3102059566,101,4,1,3,8818,0,11519,1,0,1
3102658995,39,289,0,3,4140,0,1601,1,0,0
3107788774,292,615,0,3,1316,0,5039,1,0,1
3119392109,1365,1553,7,3,2599,0,19992,1,0,0
3122007425,145,326,0,3,4721,0,4931,0,0,0
3138084547,836,550,9,3,71106,0,21867,1,0,0
3173307514,50,104,1,3,3567,0,1100,1,0,0
3182660278,65,0,0,3,5650,0,11460,1,0,1
3211470245,382,0,1,3,0,0,5334,1,0,1
3223929605,263,418,7,3,23880,0,39601,1,0,0
3224618207,421,788,8,3,10775,0,26433,1,0,0
3228649563,694,1881,8,3,13727,0,39085,0,0,0
3245545312,300,539,1,3,4040,0,12889,0,0,1
3290568658,281,699,0,3,2005,0,3101,1,0,1
3291561425,211,251,0,3,474,0,4165,1,0,1
3304132186,373,583,0,3,13516,0,23470,1,0,1
3315099276,150,217,25,3,8902,0,8889,1,0,1
3337054126,1358,229,10,3,23255,0,11192,0,0,0
3346645053,213,183,0,3,518,0,4071,1,0,1
3407591541,139,54,0,3,4787,0,5472,1,0,1
3414414435,604,134,32,3,8727,0,8554,1,0,1
3419845179,351,784,1,3,15654,0,8407,0,0,1
3489637217,215,374,1,3,13486,0,10282,1,0,1
3825988815,313,291,0,3,32033,0,14741,0,0,0
3873877475,22,47,1,3,215,0,11786,1,1,0
4030954341,286,272,0,3,11904,0,13761,1,0,0
4034721759,460,449,0,3,4026,0,10546,1,0,1
4046597542,1278,2858,10,3,48921,0,26439,1,0,0
4082476475,394,1759,0,3,22624,0,2942,1,0,0
4149019083,204,233,1,3,8906,0,6511,1,0,1
4189019849,643,1149,9,3,18075,0,12883,1,0,0
4297819397,1125,1257,15,3,58209,0,56864,1,0,0
4352856142,224,289,2,3,4789,0,4937,1,0,0
4353158674,767,599,3,3,15252,0,9473,0,0,0
4358227817,33,122,3,3,3112,0,3149,1,0,1
4445949435,185,196,2,3,1617,0,18903,1,0,0
4490976615,111,815,7,3,1635,0,2164,0,0,0
4548516682,297,557,0,3,3016,0,4133,1,0,1
4549605137,733,1259,20,3,9426,0,20684,1,0,0
4549685356,363,0,2,3,3277,0,4976,1,0,1
4580699608,253,201,1,3,1847,0,11793,1,0,1
4611389296,216,214,0,3,2266,0,2455,1,0,0
4636335555,363,0,2,3,3297,0,4437,1,0,1
4636530203,379,698,3,3,3122,0,4456,1,0,1
4655510439,192,448,3,2,5959,0,6734,1,0,0
4701456854,72,97,0,2,85,0,913,1,0,0
4782660614,5376,884,41,2,76513,0,57973,0,0,0
4798069173,418,831,0,2,3459,0,5110,0,0,1
4818612196,3904,2628,43,2,126170,0,91466,0,0,0
4826949964,338,662,3,2,3115,0,4321,1,0,1
4836438088,709,424,18,2,15838,0,16214,1,0,0
4839898869,69,227,0,2,8526,0,1622,0,0,0
4874146875,401,819,1,2,3183,0,4508,1,0,1
4908982317,437,510,5,2,27708,0,30978,1,0,0
"7,0225314918944E+017",1181,1436,38,2,65082,0,15582,1,0,0
"7,02789675619062E+017",54,87,31,2,8226,0,8159,1,0,1
"7,0331572876673E+017",646,1755,2,2,10531,0,4808,1,0,0
"7,04820933027045E+017",443,674,2,2,35600,0,14053,1,0,0
"7,04993843293331E+017",2257,75,4,2,24222,0,16637,1,0,1
"7,17335652791108E+017",308,408,0,2,15138,0,14196,1,0,0
"7,20666928055001E+017",27,16,0,2,153,0,1750,1,0,1
"7,26108618051998E+017",573,1365,4,2,15812,0,12209,1,0,0
"7,26332639964201E+017",36,112,31,2,7434,0,7413,1,0,1
"7,26755736236253E+017",134,155,1,2,13631,0,12439,1,0,0
"7,27469564901077E+017",93,192,25,2,6826,0,6181,0,0,1
"7,28183118457385E+017",261,609,0,2,10964,0,13218,1,0,1
"7,28911567589364E+017",493,968,2,2,4027,0,5350,0,0,0
"7,29045489665053E+017",403,632,1,2,920,0,370,0,0,0
"7,3221239765461E+017",10,52,2,2,617,0,3198,0,0,1
"7,34396807745286E+017",185,492,1,2,10584,0,4936,1,0,0
"7,35822179783303E+017",456,362,1,2,789,0,1104,0,0,1
"7,40647957092E+017",148,1697,0,2,9041,0,984,1,0,1
"7,41328501094121E+017",213,900,0,2,283,0,2302,1,0,0
"7,50684233857962E+017",92,13,30,2,5276,0,5281,1,0,1
"7,50962994100707E+017",97,16,34,2,6192,0,6194,1,0,1
"7,50994229216833E+017",53,62,25,2,6882,0,6836,1,0,1
"7,5099865453475E+017",72,144,26,2,6979,0,6965,1,0,1
"7,51364095639773E+017",28,30,24,2,6921,0,6808,1,0,1
"7,51371698327417E+017",35,33,26,2,6953,0,6858,1,0,1
"7,5137394726287E+017",28,47,19,2,6803,0,6789,1,0,1
"7,52025755304026E+017",39,29,20,2,6840,0,6838,1,0,1
"7,52099077756686E+017",594,1218,3,2,20488,0,16181,1,0,0
"7,53659579582542E+017",256,358,0,2,7561,0,5614,1,0,1
"7,55328987795165E+017",217,2064,1,2,54256,0,53928,1,0,0
"7,57515891403788E+017",349,242,4,2,15315,0,15138,1,0,0
"7,59150086756589E+017",3,1,2,2,564333,0,715011,1,1,1
"7,61296330903917E+017",772,657,1,2,19630,0,10620,0,0,0
"7,61487243353743E+017",783,603,1,2,15500,0,7959,1,0,0
"7,65296964401558E+017",1139,69,24,2,19970,0,43862,1,0,1
"7,65890238946443E+017",201,191,3,2,48,0,6781,0,0,0
"7,71685684738482E+017",573,326,0,2,16027,0,16424,1,0,0
"7,74339716409921E+017",14,16,25,2,6177,0,6181,1,0,1
"7,78859243655012E+017",14,7,20,2,6050,0,6054,1,0,1
"7,81179765843751E+017",56,118,0,2,2363,0,3470,1,0,0
"7,81523989793497E+017",253,289,0,2,3853,0,5713,1,0,1
"7,82534791975563E+017",250,195,1,2,12813,0,2787,1,0,0
"7,84803897483358E+017",157,167,0,2,2287,0,3497,1,0,1
"7,84806259052667E+017",145,143,0,2,2055,0,3099,1,0,1
"7,85477139235742E+017",730,1254,1,2,85928,0,35615,1,0,0
"7,88038456274522E+017",164,117,0,2,2284,0,3277,1,0,1
"7,96687702141846E+017",331,194,304,2,13,0,11769,0,0,1
"7,97499926594908E+017",769,719,2,2,3932,0,4298,1,0,0
"8,01152682702623E+017",113,537,0,2,16664,0,5313,1,0,0
"8,04074275376431E+017",240,536,0,2,14096,0,23480,1,0,1
"8,04840889067667E+017",10,8,11,2,4898,0,4907,1,0,1
"8,04846189439058E+017",9,8,10,2,4906,0,4910,1,0,1
"8,04847281417634E+017",4,8,15,2,4851,0,4853,1,0,1
"8,04848726741283E+017",12,8,13,2,4943,0,4949,1,0,1
"8,0485145631044E+017",7,8,11,2,4758,0,4760,1,0,1
"8,06570189429019E+017",128,192,18,2,4985,0,4942,0,0,1
"8,08272326324343E+017",4664,819,21,2,64573,0,31618,0,0,0
"8,08773963023286E+017",63,114,2,2,11214,0,2605,1,0,1
"8,09795080429142E+017",21,16,0,2,543,0,3150,1,0,1
"8,11246201794339E+017",273,219,0,2,19300,0,9476,1,0,0
"8,125900990242E+017",48,271,1,2,6959,0,4411,1,0,0
